Date,Open,High,Low,Close,Adj Close,Volume
2019-10-01,40.900002,43.060001,40.070000,42.580002,39.003948,1216525400
2019-11-01,43.029999,44.250000,42.540001,42.540001,38.967300,1094594800
2019-12-01,42.669998,45.200001,41.970001,44.869999,41.101620,1252794900
2020-01-01,45.360001,46.320000,41.880001,42.110001,39.397369,1620647400
2020-02-01,42.270000,44.840000,39.279999,40.520000,37.909794,1561190400
2020-03-01,40.639999,42.080002,30.100000,34.130001,31.931431,2293911600
2020-04-01,33.099998,37.500000,32.619999,36.639999,34.279736,1060035800
2020-05-01,35.750000,37.910000,35.200001,37.730000,35.299522,940132500
2020-06-01,38.080002,41.310001,38.009998,39.990002,37.413944,1264115100
2020-07-01,40.209999,44.270000,40.180000,43.290001,40.736359,965914500
2020-08-01,43.450001,45.560001,43.369999,44.540001,41.912621,677100500
2020-09-01,44.959999,45.410000,42.290001,44.090000,41.489166,951238300
2020-10-01,44.419998,46.340000,43.779999,44.709999,42.072598,939203200
2020-11-01,45.180000,50.169998,44.919998,48.730000,45.855457,1003201600
2020-12-01,49.590000,52.000000,49.349998,51.669998,48.622025,860658600
2021-01-01,52.619999,56.540001,51.830002,53.310001,50.683922,887349700
2021-02-01,54.419998,58.290001,53.389999,53.730000,51.083229,740350800
2021-03-01,54.820000,55.330002,51.520000,53.340000,50.712440,1209235600
2021-04-01,54.119999,55.340000,53.060001,53.980000,51.320915,741549300
2021-05-01,53.939999,55.000000,51.740002,54.869999,52.167072,715349100
2021-06-01,56.139999,56.180000,53.849998,55.150002,52.433281,669951300
2021-07-01,55.180000,55.250000,49.830002,51.599998,49.272961,748211600
2021-08-01,52.049999,52.790001,49.110001,52.410000,50.046432,792588000
2021-09-01,52.730000,53.580002,49.570000,50.380001,48.107983,823629600
2021-10-01,50.369999,52.619999,49.110001,50.919998,48.623634,774051100
2021-11-01,50.889999,52.139999,48.349998,48.840000,46.637432,791628300
2021-12-01,49.610001,50.419998,47.150002,48.849998,46.646980,961311700
2022-01-01,49.080002,50.889999,46.660000,48.840000,47.330605,977508900
2022-02-01,49.020000,50.110001,45.009998,46.730000,45.285812,922703100
2022-03-01,46.500000,46.860001,40.799999,45.150002,43.754642,1608867700
2022-04-01,46.009998,46.779999,41.150002,42.380001,41.070251,970797100
2022-05-01,42.259998,43.169998,38.950001,42.639999,41.322212,1164468200
2022-06-01,42.910000,43.230000,39.259998,40.099998,38.860714,998490300
2022-07-01,39.619999,40.270000,38.049999,39.959999,39.054127,759305900
2022-08-01,39.549999,41.200001,39.139999,39.430000,38.536140,739274000
2022-09-01,39.049999,39.639999,34.720001,34.880001,34.089291,950778600
2022-10-01,35.119999,36.759998,33.490002,34.189999,33.414928,847975700
2022-11-01,35.099998,39.680000,34.279999,39.520000,38.624104,1018370100
2022-12-01,39.630001,39.709999,37.570000,37.900002,37.040829,847004900
2023-01-01,38.340000,42.529999,38.110001,41.360001,41.038494,801886700
2023-02-01,41.549999,42.029999,38.150002,38.230000,37.932823,664354800
2023-03-01,39.169998,39.680000,36.900002,39.459999,39.153263,818248800
2023-04-01,39.439999,40.009998,38.130001,39.130001,38.825829,513404400
2023-05-01,38.970001,39.549999,37.910000,38.189999,37.893135,590097400
2023-06-01,38.250000,41.090000,38.230000,39.560001,39.252487,635683800
2023-07-01,40.009998,42.000000,38.810001,41.950001,41.950001,612365800
2023-08-01,41.610001,41.650002,38.209999,39.169998,39.169998,641196200
2023-09-01,39.709999,39.830002,37.580002,37.950001,37.950001,549397600
2023-10-01,37.880001,38.570000,36.380001,36.700001,36.700001,692254800
